City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches(last 3hrs),Snow inches(last 3hrs)
60,Port Alfred,ZA,2020-03-03 05:24:10,-33.59,26.89,66.99,97,1,4.29,Clear,0.0,0.0
61,Ostrovnoy,RU,2020-03-03 05:24:35,68.05,39.51,24.35,95,100,20.18,Snow,0.0,0.88
62,Monywa,MM,2020-03-03 05:24:35,22.12,95.13,88.75,16,0,8.84,Clear,0.0,0.0
63,Khovu-Aksy,RU,2020-03-03 05:24:35,51.13,93.6,18.93,71,78,7.9,Clouds,0.0,0.0
64,Rikitea,PF,2020-03-03 05:23:03,-23.12,-134.97,79.43,84,100,20.51,Rain,2.31,0.0
65,Cape Town,ZA,2020-03-03 05:24:29,-33.93,18.42,64.0,87,0,1.12,Clear,0.0,0.0
66,Alihe,CN,2020-03-03 05:24:36,50.57,123.72,23.14,77,100,3.51,Snow,0.0,0.56
67,Hermanus,ZA,2020-03-03 05:22:24,-34.42,19.23,69.01,87,0,5.99,Clear,0.0,0.0
68,Busselton,AU,2020-03-03 05:24:21,-33.65,115.33,88.0,19,0,12.03,Clear,0.0,0.0
69,Airai,TL,2020-03-03 05:24:36,-8.93,125.41,78.08,74,87,3.24,Rain,2.44,0.0
70,Chokurdakh,RU,2020-03-03 05:24:22,70.63,147.92,0.88,83,93,13.76,Clouds,0.0,0.0
71,Doha,QA,2020-03-03 05:23:08,25.29,51.53,68.0,49,0,13.87,Clear,0.0,0.0
72,Jamestown,US,2020-03-03 05:24:37,42.1,-79.24,45.0,100,90,8.05,Fog,0.0,0.0
73,Oskarshamn,SE,2020-03-03 05:24:37,57.26,16.45,37.99,93,90,2.24,Clouds,0.0,0.0
74,Cockburn Town,TC,2020-03-03 05:24:37,21.46,-71.14,74.41,80,23,22.84,Clouds,0.0,0.0
75,Tessalit,ML,2020-03-03 05:24:38,20.2,1.01,67.42,10,0,9.46,Clear,0.0,0.0
76,Narsaq,GL,2020-03-03 05:24:38,60.92,-46.05,-0.4,40,0,5.82,Clear,0.0,0.0
77,Gao,ML,2020-03-03 05:24:38,16.64,1.64,72.5,10,0,9.71,Clear,0.0,0.0
78,Port Alfred,ZA,2020-03-03 05:24:10,-33.59,26.89,66.99,97,1,4.29,Clear,0.0,0.0
79,Hobart,AU,2020-03-03 05:22:31,-42.88,147.33,66.99,59,20,18.34,Clouds,0.0,0.0
80,Hermanus,ZA,2020-03-03 05:22:24,-34.42,19.23,69.01,87,0,5.99,Clear,0.0,0.0
81,Norden,DE,2020-03-03 05:24:39,53.6,7.2,39.2,100,83,5.82,Clouds,0.0,0.0
82,Sena Madureira,BR,2020-03-03 05:24:39,-9.07,-68.66,71.85,95,6,0.67,Clear,0.0,0.0
83,Hobart,AU,2020-03-03 05:22:31,-42.88,147.33,66.99,59,20,18.34,Clouds,0.0,0.0
84,Farim,GW,2020-03-03 05:24:39,12.48,-15.22,65.14,87,0,0.45,Clear,0.0,0.0
85,Kristiansund,NO,2020-03-03 05:24:40,63.11,7.73,35.6,64,97,17.22,Clouds,0.0,0.0
86,Hermanus,ZA,2020-03-03 05:22:24,-34.42,19.23,69.01,87,0,5.99,Clear,0.0,0.0
87,Lorengau,PG,2020-03-03 05:24:40,-2.02,147.27,85.46,67,90,2.98,Clouds,0.0,0.0
88,Vaini,TO,2020-03-03 05:24:40,-21.2,-175.2,82.4,78,20,6.93,Clouds,0.0,0.0
89,Hilo,US,2020-03-03 05:20:04,19.73,-155.09,73.4,83,40,3.36,Rain,0.0,0.0
90,Avarua,CK,2020-03-03 05:24:33,-21.21,-159.78,82.4,83,27,4.7,Clouds,0.0,0.0
91,Ushuaia,AR,2020-03-03 05:24:31,-54.8,-68.3,46.4,65,40,31.09,Clouds,0.0,0.0
92,Hobart,AU,2020-03-03 05:22:31,-42.88,147.33,66.99,59,20,18.34,Clouds,0.0,0.0
93,Kapaa,US,2020-03-03 05:24:42,22.08,-159.32,73.4,94,90,17.22,Mist,0.0,0.0
94,Fukue,JP,2020-03-03 05:24:42,32.69,128.84,55.4,50,56,5.82,Clouds,0.0,0.0
95,Poshekhonye,RU,2020-03-03 05:24:42,58.5,39.14,33.67,99,100,4.36,Rain,0.44,0.0
96,Saint-Philippe,RE,2020-03-03 05:24:42,-21.36,55.77,86.0,74,75,3.36,Clouds,0.0,0.0
97,Bethel,US,2020-03-03 05:23:54,41.37,-73.41,51.01,57,75,8.05,Clouds,0.0,0.0
98,Guerrero Negro,MX,2020-03-03 05:24:17,27.98,-114.06,50.97,84,43,12.08,Rain,3.06,0.0
99,Albany,US,2020-03-03 05:24:26,42.6,-73.97,46.99,100,90,4.03,Clouds,0.0,0.0
100,Ribeira Grande,PT,2020-03-03 05:24:43,38.52,-28.7,61.11,94,76,19.8,Rain,0.19,0.0
101,Punta Arenas,CL,2020-03-03 05:24:34,-53.15,-70.92,50.0,76,75,8.05,Clouds,0.0,0.0
102,Mataura,NZ,2020-03-03 05:24:28,-46.19,168.86,60.01,69,71,21.99,Rain,0.13,0.0
103,Raudeberg,NO,2020-03-03 05:24:26,61.99,5.14,42.8,56,75,12.75,Clouds,0.0,0.0
104,Port Elizabeth,ZA,2020-03-03 05:24:44,-33.92,25.57,68.0,100,90,3.36,Fog,0.0,0.0
105,Rikitea,PF,2020-03-03 05:23:03,-23.12,-134.97,79.43,84,100,20.51,Rain,2.31,0.0
106,Vila Franca Do Campo,PT,2020-03-03 05:24:30,37.72,-25.43,64.4,93,75,13.87,Clouds,0.0,0.0
107,Jamestown,US,2020-03-03 05:24:37,42.1,-79.24,45.0,100,90,8.05,Fog,0.0,0.0
108,Taoudenni,ML,2020-03-03 05:24:45,22.68,-3.98,65.39,10,0,5.84,Clear,0.0,0.0
109,Luderitz,NA,2020-03-03 05:24:45,-26.65,15.16,64.4,88,1,4.7,Clear,0.0,0.0
110,Hilo,US,2020-03-03 05:20:04,19.73,-155.09,73.4,83,40,3.36,Rain,0.0,0.0
111,Kapaa,US,2020-03-03 05:24:42,22.08,-159.32,73.4,94,90,17.22,Mist,0.0,0.0
112,Lianran,CN,2020-03-03 05:24:46,24.92,102.48,70.0,48,20,17.9,Clouds,0.0,0.0
113,Cabo San Lucas,MX,2020-03-03 05:24:46,22.89,-109.91,66.99,77,20,3.36,Clouds,0.0,0.0
114,Hermanus,ZA,2020-03-03 05:22:24,-34.42,19.23,69.01,87,0,5.99,Clear,0.0,0.0
115,Rudbar,AF,2020-03-03 05:20:35,30.15,62.6,76.87,23,0,11.43,Clear,0.0,0.0
116,Barrow,US,2020-03-03 05:24:26,71.29,-156.79,-29.2,95,40,8.05,Clouds,0.0,0.0
117,Prince Rupert,CA,2020-03-03 05:24:05,54.32,-130.32,41.0,80,90,10.29,Clouds,0.0,0.0
118,Tasiilaq,GL,2020-03-03 05:24:47,65.61,-37.64,26.6,79,100,21.92,Snow,0.0,0.0
119,Nelson Bay,AU,2020-03-03 05:24:47,-32.72,152.15,75.0,78,90,10.29,Clouds,0.0,0.0
120,Hermanus,ZA,2020-03-03 05:22:24,-34.42,19.23,69.01,87,0,5.99,Clear,0.0,0.0
121,Salinopolis,BR,2020-03-03 05:24:48,-0.61,-47.36,81.88,80,100,14.43,Rain,2.69,0.0
122,Rikitea,PF,2020-03-03 05:23:03,-23.12,-134.97,79.43,84,100,20.51,Rain,2.31,0.0
123,Jalu,LY,2020-03-03 05:20:06,29.03,21.55,60.53,31,0,13.33,Clear,0.0,0.0
124,Zheleznogorsk-Ilimskiy,RU,2020-03-03 05:24:49,56.58,104.12,21.02,73,26,10.31,Clouds,0.0,0.0
125,Komsomolskiy,UZ,2020-03-03 05:24:49,40.43,71.72,59.0,62,73,2.24,Clouds,0.0,0.0
126,Port Moresby,PG,2020-03-03 05:24:49,-9.44,147.18,91.4,66,40,17.22,Clouds,0.0,0.0
127,Aktau,KZ,2020-03-03 05:22:11,43.65,51.2,39.2,64,87,8.95,Clouds,0.0,0.0
128,Punta Arenas,CL,2020-03-03 05:24:34,-53.15,-70.92,50.0,76,75,8.05,Clouds,0.0,0.0
129,Rio Grande,BR,2020-03-03 05:24:50,-32.03,-52.1,70.0,81,0,1.01,Clear,0.0,0.0
130,Rikitea,PF,2020-03-03 05:23:03,-23.12,-134.97,79.43,84,100,20.51,Rain,2.31,0.0
131,Mataura,NZ,2020-03-03 05:24:28,-46.19,168.86,60.01,69,71,21.99,Rain,0.13,0.0
132,Ribeira Grande,PT,2020-03-03 05:24:43,38.52,-28.7,61.11,94,76,19.8,Rain,0.19,0.0
133,Geraldton,AU,2020-03-03 05:24:51,-28.77,114.6,96.8,25,0,17.22,Clear,0.0,0.0
134,Meulaboh,ID,2020-03-03 05:24:51,4.14,96.13,83.34,73,72,5.21,Clouds,0.0,0.0
135,Sayyan,YE,2020-03-03 05:24:51,15.17,44.32,62.71,29,0,6.93,Clear,0.0,0.0
136,Bandarbeyla,SO,2020-03-03 05:24:51,9.49,50.81,77.67,71,84,9.4,Clouds,0.0,0.0
137,Mataura,NZ,2020-03-03 05:24:28,-46.19,168.86,60.01,69,71,21.99,Rain,0.13,0.0
138,Xuddur,SO,2020-03-03 05:24:52,4.12,43.89,79.34,49,23,18.84,Clouds,0.0,0.0
139,Punta Arenas,CL,2020-03-03 05:24:34,-53.15,-70.92,50.0,76,75,8.05,Clouds,0.0,0.0
140,Qandala,SO,2020-03-03 05:24:52,11.47,49.87,76.55,63,66,3.22,Clouds,0.0,0.0
141,Olhao,PT,2020-03-03 05:24:52,37.03,-7.84,53.01,87,92,4.7,Clouds,0.0,0.0
142,Lompoc,US,2020-03-03 05:24:53,34.64,-120.46,50.0,56,1,10.89,Clear,0.0,0.0
143,Yellowknife,CA,2020-03-03 05:24:53,62.46,-114.35,-7.01,76,75,2.24,Clouds,0.0,0.0
144,Hermanus,ZA,2020-03-03 05:22:24,-34.42,19.23,69.01,87,0,5.99,Clear,0.0,0.0
145,Ahipara,NZ,2020-03-03 05:24:53,-35.17,173.17,80.01,87,11,10.89,Clouds,0.0,0.0
146,Bluff,NZ,2020-03-03 05:24:24,-46.6,168.33,60.01,69,56,21.99,Clouds,0.0,0.0
147,Sur,OM,2020-03-03 05:24:54,22.57,59.53,81.45,38,0,1.45,Clear,0.0,0.0
148,Cape Town,ZA,2020-03-03 05:24:29,-33.93,18.42,64.0,87,0,1.12,Clear,0.0,0.0
149,Faanui,PF,2020-03-03 05:24:54,-16.48,-151.75,80.31,77,93,17.67,Rain,5.5,0.0
150,Evensk,RU,2020-03-03 05:24:55,61.95,159.23,3.94,69,0,2.62,Clear,0.0,0.0
151,Bousso,TD,2020-03-03 05:24:55,10.48,16.71,77.97,18,0,1.57,Clear,0.0,0.0
152,Boddam,GB,2020-03-03 05:24:55,57.47,-1.78,37.4,93,75,9.17,Rain,0.0,0.0
153,Punta Arenas,CL,2020-03-03 05:24:34,-53.15,-70.92,50.0,76,75,8.05,Clouds,0.0,0.0
154,Cairns,AU,2020-03-03 05:21:41,-16.92,145.77,89.6,52,75,10.29,Clouds,0.0,0.0
155,Kodiak,US,2020-03-03 05:24:56,57.79,-152.41,21.2,48,1,19.46,Clear,0.0,0.0
156,Hofn,IS,2020-03-03 05:24:56,64.25,-15.21,34.99,95,100,39.39,Snow,0.0,1.06
157,Mansehra,PK,2020-03-03 05:24:56,34.33,73.2,61.34,28,0,2.33,Clear,0.0,0.0
158,Lebu,CL,2020-03-03 05:24:56,-37.62,-73.65,51.55,93,0,2.71,Clear,0.0,0.0
159,Mataura,NZ,2020-03-03 05:24:28,-46.19,168.86,60.01,69,71,21.99,Rain,0.13,0.0
160,Mataura,NZ,2020-03-03 05:24:28,-46.19,168.86,60.01,69,71,21.99,Rain,0.13,0.0
161,Katsuura,JP,2020-03-03 05:24:57,35.13,140.3,64.0,38,20,13.87,Clouds,0.0,0.0
162,New Norfolk,AU,2020-03-03 05:24:28,-42.78,147.06,66.99,59,20,18.34,Clouds,0.0,0.0
163,Kamenka,RU,2020-03-03 05:24:58,51.32,42.77,32.0,82,100,8.99,Clouds,0.0,0.0
164,Carnarvon,AU,2020-03-03 05:24:58,-24.87,113.63,91.4,59,0,16.11,Clear,0.0,0.0
165,Rikitea,PF,2020-03-03 05:23:03,-23.12,-134.97,79.43,84,100,20.51,Rain,2.31,0.0
166,New Norfolk,AU,2020-03-03 05:24:28,-42.78,147.06,66.99,59,20,18.34,Clouds,0.0,0.0
167,Cidreira,BR,2020-03-03 05:24:59,-30.18,-50.21,72.25,79,16,18.72,Clouds,0.0,0.0
168,Lebu,CL,2020-03-03 05:24:56,-37.62,-73.65,51.55,93,0,2.71,Clear,0.0,0.0
169,Lipari,IT,2020-03-03 05:24:59,38.47,14.95,57.99,87,75,3.36,Clouds,0.0,0.0
170,Nikolskoye,RU,2020-03-03 05:24:59,59.7,30.79,32.0,95,75,6.71,Clouds,0.0,0.0
171,Haines Junction,CA,2020-03-03 05:25:00,60.75,-137.51,11.91,89,15,14.38,Clouds,0.0,0.0
172,Provideniya,RU,2020-03-03 05:25:00,64.38,-173.3,5.0,71,67,15.66,Clouds,0.0,0.0
173,Punta Arenas,CL,2020-03-03 05:24:34,-53.15,-70.92,50.0,76,75,8.05,Clouds,0.0,0.0
174,Port Alfred,ZA,2020-03-03 05:24:10,-33.59,26.89,66.99,97,1,4.29,Clear,0.0,0.0
175,Qaanaaq,GL,2020-03-03 05:25:00,77.48,-69.36,-21.69,57,64,5.53,Clouds,0.0,0.0
176,Bambous Virieux,MU,2020-03-03 05:24:34,-20.34,57.76,84.0,100,75,3.36,Rain,0.0,0.0
177,Harper,LR,2020-03-03 05:25:01,4.38,-7.72,76.71,94,27,2.48,Clouds,0.0,0.0
178,Puerto Ayora,EC,2020-03-03 05:25:01,-0.74,-90.35,80.01,100,5,1.99,Clear,0.0,0.0
179,Nelson Bay,AU,2020-03-03 05:24:47,-32.72,152.15,75.0,78,90,10.29,Clouds,0.0,0.0
180,Namatanai,PG,2020-03-03 05:25:01,-3.67,152.43,86.7,67,68,6.58,Clouds,0.0,0.0
181,San Ramon,US,2020-03-03 05:24:07,37.78,-121.98,66.2,33,1,9.17,Clear,0.0,0.0
182,Terrace,CA,2020-03-03 05:24:03,54.52,-128.6,37.0,93,90,5.82,Clouds,0.0,0.0
183,Obzor,BG,2020-03-03 05:25:02,42.82,27.88,48.99,93,67,6.93,Clouds,0.0,0.0
184,Puerto Ayora,EC,2020-03-03 05:25:01,-0.74,-90.35,80.01,100,5,1.99,Clear,0.0,0.0
185,Bredasdorp,ZA,2020-03-03 05:24:32,-34.53,20.04,69.01,88,28,4.7,Clouds,0.0,0.0
186,Campbell River,CA,2020-03-03 05:25:03,50.02,-125.24,39.2,100,90,8.05,Mist,0.0,0.0
187,Kununurra,AU,2020-03-03 05:25:03,-15.77,128.73,91.4,52,90,13.87,Clouds,0.0,0.0
188,Yellowknife,CA,2020-03-03 05:24:53,62.46,-114.35,-7.01,76,75,2.24,Clouds,0.0,0.0
189,Saskylakh,RU,2020-03-03 05:25:04,71.92,114.08,19.44,92,100,13.06,Clouds,0.0,0.0
190,Port Alfred,ZA,2020-03-03 05:24:10,-33.59,26.89,66.99,97,1,4.29,Clear,0.0,0.0
191,Chokurdakh,RU,2020-03-03 05:24:22,70.63,147.92,0.88,83,93,13.76,Clouds,0.0,0.0
192,Punta Arenas,CL,2020-03-03 05:24:34,-53.15,-70.92,50.0,76,75,8.05,Clouds,0.0,0.0
193,Barrow,US,2020-03-03 05:24:26,71.29,-156.79,-29.2,95,40,8.05,Clouds,0.0,0.0
194,Laguna,US,2020-03-03 05:19:40,38.42,-121.42,68.0,34,1,10.29,Clear,0.0,0.0
195,Punta Arenas,CL,2020-03-03 05:24:34,-53.15,-70.92,50.0,76,75,8.05,Clouds,0.0,0.0
196,Rikitea,PF,2020-03-03 05:23:03,-23.12,-134.97,79.43,84,100,20.51,Rain,2.31,0.0
197,Busselton,AU,2020-03-03 05:24:21,-33.65,115.33,88.0,19,0,12.03,Clear,0.0,0.0
198,Ushuaia,AR,2020-03-03 05:24:31,-54.8,-68.3,46.4,65,40,31.09,Clouds,0.0,0.0
199,Muriwai Beach,NZ,2020-03-03 05:25:06,-36.82,174.45,77.0,73,49,12.75,Rain,0.13,0.0
200,Chor,PK,2020-03-03 05:25:06,25.52,69.77,86.14,17,0,6.38,Clear,0.0,0.0
201,Jamestown,US,2020-03-03 05:24:37,42.1,-79.24,45.0,100,90,8.05,Fog,0.0,0.0
202,Luanda,AO,2020-03-03 05:24:27,-8.84,13.23,80.6,78,40,6.93,Clouds,0.0,0.0
203,Rikitea,PF,2020-03-03 05:23:03,-23.12,-134.97,79.43,84,100,20.51,Rain,2.31,0.0
204,Makakilo City,US,2020-03-03 05:25:07,21.35,-158.09,77.0,93,90,10.29,Rain,2.31,0.0
205,Vaini,TO,2020-03-03 05:24:40,-21.2,-175.2,82.4,78,20,6.93,Clouds,0.0,0.0
206,Olinda,BR,2020-03-03 05:20:54,-8.01,-34.86,84.2,70,75,4.7,Clouds,0.0,0.0
207,Ribeira Grande,PT,2020-03-03 05:24:43,38.52,-28.7,61.11,94,76,19.8,Rain,0.19,0.0
208,Ushuaia,AR,2020-03-03 05:24:31,-54.8,-68.3,46.4,65,40,31.09,Clouds,0.0,0.0
209,Mataura,NZ,2020-03-03 05:24:28,-46.19,168.86,60.01,69,71,21.99,Rain,0.13,0.0
210,Yellowknife,CA,2020-03-03 05:24:53,62.46,-114.35,-7.01,76,75,2.24,Clouds,0.0,0.0
211,Flinders,AU,2020-03-03 05:25:08,-34.58,150.86,70.0,88,75,10.29,Rain,0.0,0.0
212,Souillac,MU,2020-03-03 05:25:09,-20.52,57.52,84.0,100,75,3.36,Rain,0.0,0.0
213,Nicoya,CR,2020-03-03 05:25:09,10.15,-85.45,78.8,61,94,10.29,Clouds,0.0,0.0
214,Dickinson,US,2020-03-03 05:25:09,29.46,-95.05,70.0,88,90,5.3,Mist,0.0,0.0
215,Hluboka Nad Vltavou,CZ,2020-03-03 05:25:09,49.05,14.43,45.0,77,100,7.38,Rain,0.88,0.0
216,Luderitz,NA,2020-03-03 05:24:45,-26.65,15.16,64.4,88,1,4.7,Clear,0.0,0.0
217,New Norfolk,AU,2020-03-03 05:24:28,-42.78,147.06,66.99,59,20,18.34,Clouds,0.0,0.0
218,Kapaa,US,2020-03-03 05:24:42,22.08,-159.32,73.4,94,90,17.22,Mist,0.0,0.0
219,Turukhansk,RU,2020-03-03 05:25:10,65.82,87.98,14.22,94,100,11.41,Snow,0.0,0.69
220,Ushuaia,AR,2020-03-03 05:24:31,-54.8,-68.3,46.4,65,40,31.09,Clouds,0.0,0.0
221,Lorengau,PG,2020-03-03 05:24:40,-2.02,147.27,85.46,67,90,2.98,Clouds,0.0,0.0
222,Ushuaia,AR,2020-03-03 05:24:31,-54.8,-68.3,46.4,65,40,31.09,Clouds,0.0,0.0
223,Rikitea,PF,2020-03-03 05:23:03,-23.12,-134.97,79.43,84,100,20.51,Rain,2.31,0.0
224,Hobart,AU,2020-03-03 05:22:31,-42.88,147.33,66.99,59,20,18.34,Clouds,0.0,0.0
225,Luderitz,NA,2020-03-03 05:24:45,-26.65,15.16,64.4,88,1,4.7,Clear,0.0,0.0
226,Forestville,US,2020-03-03 05:25:12,38.85,-76.88,52.0,87,90,8.28,Rain,0.0,0.0
227,Bima,ID,2020-03-03 05:24:25,-8.47,118.72,87.46,60,100,6.24,Clouds,0.0,0.0
228,Bredasdorp,ZA,2020-03-03 05:24:32,-34.53,20.04,69.01,88,28,4.7,Clouds,0.0,0.0
229,Georgetown,MY,2020-03-03 05:25:12,5.41,100.34,91.4,70,20,10.29,Clouds,0.0,0.0
230,Portland,US,2020-03-03 05:24:13,45.52,-122.68,50.0,81,75,4.7,Clouds,0.0,0.0
231,Leningradskiy,RU,2020-03-03 05:25:13,69.38,178.42,5.36,76,100,21.54,Clouds,0.0,0.0
232,Puerto Asis,CO,2020-03-03 05:25:13,0.51,-76.5,72.66,98,100,2.37,Rain,1.81,0.0
233,Acapulco,MX,2020-03-03 05:23:18,16.86,-99.89,80.6,78,40,6.93,Clouds,0.0,0.0
234,Banchory,GB,2020-03-03 05:25:13,57.05,-2.49,37.4,93,75,9.17,Rain,0.0,0.0
235,Cape Town,ZA,2020-03-03 05:24:29,-33.93,18.42,64.0,87,0,1.12,Clear,0.0,0.0
236,Cape Town,ZA,2020-03-03 05:24:29,-33.93,18.42,64.0,87,0,1.12,Clear,0.0,0.0
237,Vallenar,CL,2020-03-03 05:25:14,-28.57,-70.76,57.11,85,0,0.76,Clear,0.0,0.0
238,Kahuta,PK,2020-03-03 05:25:14,33.59,73.39,71.01,55,0,5.82,Clear,0.0,0.0
